"作者","Author full names","作者 ID","文献标题","年份","来源出版物名称","链接","摘要"
"Mussio I.; Chilton S.; Duxbury D.; Nielsen J.S.","Mussio, Irene (57219553551); Chilton, Susan (7003327172); Duxbury, Darren (55916769900); Nielsen, Jytte Seested (35729181600)","57219553551; 7003327172; 55916769900; 35729181600","A risk–risk trade-off assessment of climate-induced mortality risk changes","2024","Risk Analysis","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85165128424&doi=10.1111%2frisa.14185&partnerID=40&md5=3fa2a8d5113315ea2fabc9d28b9cfe65","The impact of climate change on human health was identified as a priority for the UN COP26 conference. In this article, we consider climate-induced changes to mortality risks and how to incorporate these formally in the policy appraisal process. In the United Kingdom (UK), the Value of Statistical Life (VSL) is used to monetarize the benefits of policies to reduce mortality risks but it remains an open, empirical question as to whether the current VSL (£2.14 million per fatality prevented, December 2021 values) for traffic accidents should be applied in other contexts without any modification and particularly for extreme weather event fatalities. Using a representative sample of the UK population, we aim to estimate and better understand the trade-offs people make when comparing mortality risks, drawing on psychological insights from construal level and regulatory focus theories. We design a stated preference survey using a relative valuation framework with nonmonetary, risk–risk trade-off questions between extreme weather event and traffic accident mortality risks. We find evidence of an extreme weather event risk premium of 1.2–1.6 (implying a climate-related VSL of £2.52–£3.41 million). We also find that participants who are psychologically close to climate change (based on construal level theory), weigh reducing extreme weather event mortality risks almost two times that of reducing traffic accident mortality risks. © 2023 Battelle Memorial Institute. Risk Analysis published by Wiley Periodicals LLC on behalf of Society for Risk Analysis."
"Ahmad F.; Guzmán F.; Al-Emran M.","Ahmad, Fayez (57217120072); Guzmán, Francisco (34876827300); Al-Emran, Md (57210892714)","57217120072; 34876827300; 57210892714","Brand activism and the consequence of woke washing","2024","Journal of Business Research","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85175255376&doi=10.1016%2fj.jbusres.2023.114362&partnerID=40&md5=ffbf54c76f05f3916568fd57cba3bdb7","This study investigates the effect of message abstractness in construing brand activism messages. Its primary objective is to compare the effect of abstract vs. concrete internal vs. concrete external messages on brand authenticity, and how brand activism fit mediates this relationship. It also analyzes the negative consequence of woke washing triggered by either congruent or incongruent woke washing. Four experiments were conducted, in three different contexts (abortion rights, racial equality, and LGBTQ rights) with both student and nationally representative samples, to test the proposed hypotheses. The findings suggest that if brands communicate concrete internal messages focusing on specific changes inside the organization, then consumers perceive the activism messages to be more aligned with the issue, leading to increased brand authenticity. If brands get involved in sociopolitical activism but fail to fulfill their promise, congruent woke washing is formed, which is more destructive than incongruent woke washing. © 2023 Elsevier Inc."
"Liu J.; Geng L.; Xia B.; Bridge A.","Liu, Junying (56211572200); Geng, Linna (57219668650); Xia, Bo (35604946500); Bridge, Adrian (7003807958)","56211572200; 57219668650; 35604946500; 7003807958","Never Let a Good Crisis Go to Waste: Exploring the Effects of Psychological Distance of Project Failure on Learning Intention","2017","Journal of Management in Engineering","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018816596&doi=10.1061%2f%28ASCE%29ME.1943-5479.0000513&partnerID=40&md5=16dd30bb2740694fc279f658e01f5df9","Project failure is unfortunate but common in the construction sector. However, as the Chinese proverb says, failure is the mother of success. In other words, learning from failure can be considered an effective way to prevent the occurrence of a failure in future projects. Surprisingly, the learning effect from failed projects is underexamined both theoretically and empirically in construction activity. This research aimed to explore the effects of the psychological distance of project failure on learning intention by deploying construal-level theory (CLT). Primary data was collected via a questionnaire survey of construction practitioners and analyzed using regression analysis. It was discovered that the experience of project failure does influence practitioners in their learning intention via psychological distance. That is, the psychological distance of project failure plays a mediating role in the relationship between the experience of project failure and learning intention. The study contributes to the body of knowledge pertaining to the domain of learning by revealing the impact of the psychological distance of project failure. Reducing the psychological distance of project failure is recommended to promote employees' learning intention and advance the prosperity of construction enterprises. © 2017 American Society of Civil Engineers."
"Wu Y.; Cai Y.; He J.","Wu, Yi (57210107014); Cai, Yuanyuan (56599485100); He, Jiaxun (25628002800)","57210107014; 56599485100; 25628002800","How brand concepts represented as human values promote evaluation: The triggering role of incidental emotions","2020","Asia Pacific Journal of Marketing and Logistics","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073988514&doi=10.1108%2fAPJML-03-2019-0212&partnerID=40&md5=b0f0908b016d85e6b541c831d7caf8ac","Purpose: The purpose of this paper is to examine how incidental emotions interact with brand concepts that are represented as human values to influence consumers’ attitude toward brands. It also explores the effect of construal level on such interactional effect. Design/methodology/approach: Three incidental emotion × brand concepts between-subject experiments were performed on consumers. The first two experiments used real brands as stimuli, while the third one featured a fictitious brand. Findings: Results revealed that the motivational congruency between incidental emotions and brand concepts leads to favorable consumer responses toward the targeted brand by inducing an experience of fluency. However, such effect only emerges among consumers with a high construal level. Originality/value: This paper provides a new insight about the effect of brand concept represented as human values by identifying the role of situational factors (incidental emotions) and personal factors (chronic construal level), which are also easily administered and applied in everyday marketing contexts. © 2019, Emerald Publishing Limited."
"BENDELL B.; SULLIVAN D.M.; ORNSTEIN S.","BENDELL, BARI (56545576500); SULLIVAN, DIANE M. (16231788100); ORNSTEIN, SUZYN (24302962400)","56545576500; 16231788100; 24302962400","How fear of ""looming megacatastrophes"" alters entrepreneurial activity rates through psychological distance","2020","Academy of Management Perspectives","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098549782&doi=10.5465%2fAMP.2019.0049&partnerID=40&md5=1b3e8f729a543f07c684e55e26603ae2","Currently, the global mood is one of anxiety and fear over ""looming megacatastrophes""(LMCs) such as climate change, pandemics, or nuclear war. The important implications of these proliferating fears in the broader public notwithstanding, we concern ourselves with howthiswidespread and growing fear of ""impending doom""-whichwe refer to as ""Big-F""Fear-relates to entrepreneurial activity. While a host of fears (e.g. fears of failure, rejection) have been explored theoretically and empirically in the entrepreneurship literature, the dominant approach to examining fear has mostly been individual and situation specific across a limited time frame-i.e., ""little-f""fears. We aim to explore whether entrepreneurship works the same way in the context of ""Big F""Fear (i.e. the fear of ""impending doom""that exists across large populations simultaneously, over an extended period of time) as it does under normal conditions. In doing so, we draw on construal-level theory to explain how entrepreneurs' perceptions of their psychological distance to the effects of an LMC relate to affective (i.e., Fear) and behavioral (i.e., entrepreneurial activity) outcomes.  © Academy of Management Perspectives 2020."
"Kim H.; Schnall S.","Kim, Hyunji (56797090900); Schnall, Simone (17346586800)","56797090900; 17346586800","Profit for friends, fairness for strangers: Social distance reverses the endowment effect in proxy decision making","2021","Journal of Retailing and Consumer Services","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097460354&doi=10.1016%2fj.jretconser.2020.102395&partnerID=40&md5=ba52b2dd649c9bdabdb5ae1985b43173","Buyers often price a product lower than sellers do, a pricing discrepancy known as the endowment effect. We investigated the way buyers and sellers change their pricing decisions as a function of social distance when making decisions on behalf of another person. In Study 1, the pricing discrepancy persisted when making a decision for a close social contact whereas the pattern was reversed when making a decision for a distant social contact. Study 2 replicated this reversed pattern using a social proximity manipulation, and this effect was mediated by participants’ prioritizing of fairness over immediate profit of the transaction. The current work suggests that people allocate different value to objects depending on the subjective closeness towards another for whom they make the pricing decision. © 2020 Elsevier Ltd"
"He Y.; Zhang J.; Zhou Y.; Yang Z.","He, Yuanqiong (16202361300); Zhang, Junfang (57201691065); Zhou, Yuanyuan (50162930300); Yang, Zhilin (8113149300)","16202361300; 57201691065; 50162930300; 8113149300","“Monkey See, Monkey Do?”: The Effect of Construal Level on Consumers’ Reactions to Others’ Unethical Behavior","2019","Journal of Business Ethics","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045754445&doi=10.1007%2fs10551-018-3870-x&partnerID=40&md5=9a8175a00f06e6038d3cd55b5b285693","This research examines how and why reactions to other consumers’ unethical behavior differ among consumers and vary in different situations. Drawing on construal level theory, the authors propose that the relationship between other consumers’ unethical behavior and focal consumers’ unethical behavior is moderated by focal consumers’ construal level, and self-expressiveness mediates this moderating effect. Specifically, consumers at higher construal levels tend to view their behavior as more self-expressive and are thus less likely to imitate other consumers’ unethical behavior. Study 1 indicates that focal consumers who have a chronic tendency to construe information at high levels are less likely to replicate other consumers’ unethical behavior than those who have a chronic tendency to construe information at low levels. Studies 2, 3a and 3b show that when primed with higher-level construals, consumers are less likely to follow other consumers’ unethical behavior than when primed with lower-level construals. The mediating effect of self-expressiveness was tested and supported in Study 1 and Study 3b. These findings help to better understand consumers’ reactions to other consumers’ unethical behavior. © 2018, Springer Science+Business Media B.V., part of Springer Nature."
"Schäpers P.; Lievens F.; Freudenstein J.-P.; Hüffmeier J.; König C.J.; Krumm S.","Schäpers, Philipp (57190752551); Lievens, Filip (7004307998); Freudenstein, Jan-Philipp (57211516629); Hüffmeier, Joachim (35573625500); König, Cornelius J. (8696437000); Krumm, Stefan (36821186600)","57190752551; 7004307998; 57211516629; 35573625500; 8696437000; 36821186600","Removing situation descriptions from situational judgment test items: Does the impact differ for video-based versus text-based formats?","2020","Journal of Occupational and Organizational Psychology","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074918202&doi=10.1111%2fjoop.12297&partnerID=40&md5=c7b12d72120e621f07794edc8aa819f2","Recent research has shown that many text-based situational judgment test (SJT) items can be solved even when the situational descriptions in the item stems are not presented to test takers. This finding challenges the traditional view of SJTs as low-fidelity simulations that rely on ‘situational’ (context-dependent) judgment. However, media richness theory and construal level theory suggest that situation descriptions presented in a richer and more concrete format (video format) will reduce uncertainty about inherent requirements and facilitate the perception that the situation is taking place in the here and now. Therefore, we hypothesized that situational judgment would be more important in video situation descriptions than in text situation descriptions. We adapted a leadership SJT to realize a 3 (situation description in the item stem: video vs. text vs. none) × 2 (response format: video response options vs. text response options) between-subjects design (N = 279). Participants were randomly assigned to one of the six conditions. The removal of video-based situation descriptions in item stems led to an equivalent decrease in SJT scores as the removal of text-based situation descriptions in item stems (video-based version: Cohen's d = 0.535 vs. text-based version: Cohen's d = 0.531). SJT scores were also contingent on the presentation format of both situation descriptions and response options: The highest scores were observed when situation descriptions and response options were presented in the same format. Implications for SJT theory and research are discussed. Practitioner points: The presentation format did not moderate the effect of omitting situation descriptions in SJTs – that is, the context dependency of SJT performance did not increase when the SJT was administered in a video-based rather than a text-based format. The elimination of situation descriptions in item stems had a medium effect on overall test scores: SJT scores were significant lower without situation descriptions in comparison to SJT scores with situation descriptions (video-based version: Cohen's d = 0.535 vs. text-based version: Cohen's d = 0.531). It is important to match the stimulus and response formats in SJTs. © 2019 The British Psychological Society"
"Kirshner S.N.","Kirshner, Samuel N. (56559906800)","56559906800","GPT and CLT: The impact of ChatGPT's level of abstraction on consumer recommendations","2024","Journal of Retailing and Consumer Services","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85174566929&doi=10.1016%2fj.jretconser.2023.103580&partnerID=40&md5=1924d31e1f1da58d2d9c47546bc3580f","This study explores how ChatGPT interprets information through the lens of Construal Level Theory (CLT). The findings show that ChatGPT exhibits an abstraction bias, generating responses consistent with a high-level construal. This abstraction bias results in ChatGPT prioritising high-level construal features (e.g., desirability) over low-level construal features (e.g., feasibility) in consumer evaluation scenarios. Thus, ChatGPT recommendations differ significantly from traditional results based on human decision-making. Applying CLT concepts to large language models provides essential insights into how consumer behaviour may evolve with the increasing prevalence and capability of AI and offers many promising avenues for future research. © 2023 The Author"
"Kelting K.; Berry C.; van Horen F.","Kelting, Katie (26632316700); Berry, Christopher (56604662200); van Horen, Femke (25522469600)","26632316700; 56604662200; 25522469600","The presence of copycat private labels in a product set increases consumers’ choice ease when shopping with an abstract mindset","2019","Journal of Business Research","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062324523&doi=10.1016%2fj.jbusres.2019.02.068&partnerID=40&md5=e3b63821f26c8af44315149fab925541","This research demonstrates how the presence of copycat private labels (CCPLs) on retail shelves can positively affect consumers’ shopping experience. Adopting a construal level theoretical perspective, Experiment 1 shows that when consumers shop with an abstract mindset, the presence (vs. absence) of CCPLs in a product set positively affects choice ease. Experiment 2 replicates this finding using different stimuli, manipulation of abstract mindset, and measure of choice ease. Experiment 3 demonstrates that the presence of CCPLs due to perceptions of similarity, substitutability, and simplicity positively influences choice ease and attitude toward the chosen product for those with an abstract mindset through conditional mediation. Experiment 4 extends these findings to practice by showing that when consumers shop at a far distance (i.e., ten feet), the presence of CCPLs once again positively affects choice ease and subsequent attitude toward the chosen product. The theoretical and practical contributions of this research are discussed. © 2019"
"Salisbury L.C.; Feinberg F.M.","Salisbury, Linda Court (24475417500); Feinberg, Fred M. (6602598075)","24475417500; 6602598075","Temporal stochastic inflation in choice-based research","2010","Marketing Science","https://www.scopus.com/inward/record.uri?eid=2-s2.0-76049110236&doi=10.1287%2fmksc.1090.0530&partnerID=40&md5=2696e8f2bccdea75a9213066b56506f9","We examine the specification and interpretation of discrete-choice models used in behavioral theory testing, with a focus on separating ""coefficient scale"" from ""error scale,"" particularly over time. Numerous issues raised in the thoughtful commentaries of Louviere and Swait [Louviere, J., J. Swait. 2010. Discussion of ""Alleviating the constant stochastic variance assumption in decision research: Theory, measurement, and experimental test"". Marketing Sci. 29(1) 18-22] and Hutchinson, Zauberman, and Meyer (HZM) [Hutchinson, J. W., G. Zauberman, R. Meyer. 2010. On the interpretation of temporal inflation parameters in stochastic models of judgment and choice. Marketing Sci. 29(1) 23-31] are addressed, specifically the roles of response scaling, preference covariates, actual versus hypothetical consumption, ""immediacy,"" and heterogeneity, as well as key differences between the experimental setup in Salisbury and Feinberg [Salisbury, L. C., F. M. Feinberg. 2010. Alleviating the constant stochastic variance assumption in decision research: Theory, measurement, and experimental test. Marketing Sci. 29(1) 1-17] and those typifying intertemporal choice and construal level theory. We strongly concur with most of the general conclusions put forth by the commentary authors, but we also emphasize a central point made in our research that may have been lost: that the temporal inflation effects observed in our empirical analysis could be attributed to stochastic effects, deterministic influences, or an amalgam; appropriate inferences depend on the nature of one's data and stimuli. We also report on further analyses of our data, as well as a meta-analysis of HZM's Table 1 that is consistent with our original findings. Implications for, and dimensions relevant to, future research on temporal stochastic inflation and its role in choice-based research are discussed. © 2010 INFORMS."
"Cobbs J.; Schaefers T.; Groza M.D.","Cobbs, Joe (26633516800); Schaefers, Tobias (55018720000); Groza, Mark D. (55024474600)","26633516800; 55018720000; 55024474600","Construal level effects in sponsorship-linked marketing: informativeness and timing of announcements","2020","Journal of Marketing Theory and Practice","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086926137&doi=10.1080%2f10696679.2020.1768869&partnerID=40&md5=fd15c345a1fde88663647c6927ac1c0e","Although prior research examined sponsorship announcements, differences in abstraction and when sponsorships are announced have been neglected. Based on Construal Level Theory, the effects of sponsorship announcement informativeness (abstract/concrete), personal level of construal (PLC; high/low), and temporal distance (proximate/distant) are investigated here in two experiments. Contrary to previous advertising research, results show that matching announcement informativeness with associated construal level or temporal distance is suboptimal. Instead, sponsors and sponsored properties should provide concrete informativeness regardless of temporal distance or consumers’ PLC. Concrete informativeness enhances attitude and purchase intent for consumers with high PLC and for distant events. © 2020 Taylor & Francis Group, LLC."
"Togawa T.; Ishii H.; Park J.; Roy R.","Togawa, Taku (57206116101); Ishii, Hiroaki (57212079294); Park, Jaewoo (57210599921); Roy, Rajat (36095003200)","57206116101; 57212079294; 57210599921; 36095003200","The temperature of newness: How vision–temperature correspondence in advertising influences newness perception and product evaluation","2023","Journal of Business Research","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85149198355&doi=10.1016%2fj.jbusres.2023.113801&partnerID=40&md5=b2efa3e32a4bd7337d04efb2f9fbfaea","Although studies have shown that background ad imagery can communicate various concepts to consumers, no research has investigated its effects on perceived ambiguity and newness of the advertised product. Drawing on construal level theory, we address this gap by exploring the psychological mechanism of newness perception. Through four studies, it is demonstrated that background ad imagery associated with coldness (vs. warmth) engenders perceptions of the newness of the advertised product (Study 1) as psychological distance enlarged by coldness enhances perceived ambiguity, a key driver of newness perception (Study 2). Moreover, the effect of background ad imagery on perceived newness manifests when the product style is modern (vs. antique) (Study 3) and subsequently improves product evaluation when consumers plan the purchase in the distant (vs. near) future (Study 4). These findings contribute to building a theoretical framework explaining how newness perception is communicated through advertising. © 2023 Elsevier Inc."
"Liu R.; An E.; Zhou W.","Liu, Ran (57216544196); An, Enxi (57221720694); Zhou, Wenkai (57221729838)","57216544196; 57221720694; 57221729838","The effect of online search volume on financial performance: Marketing insight from Google trends data of the top five US technology firms","2021","Journal of Marketing Theory and Practice","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099957037&doi=10.1080%2f10696679.2020.1867478&partnerID=40&md5=8912a2ff2198b6c30239f81f094e7558","In this research, we examine the pivotal effects of search volume on technology firms’ financial performance and add incremental knowledge on the importance of online search data. We use panel data with ordinary least squares (OLS) regression analysis covering a fixed period to provide insights into the impact of the volume of online search queries of the top five U.S. technology firms’ brand names and products on their financial performance. Through a longitudinal study of the five most prominent technology firms in the United States, this research provides evidence that online search volume of a firm’s brand names is negatively related to firms’ performance (return on equity (ROE), return on assets (ROA), and Tobin’s Q), while search volume for a firm’s major products’ names is positively associated with ROE and ROA. Informed by accessibility-diagnosticity theory and construal level theory, we believe our findings hold because the negativity effect of online information is more saliently activated by higher-level construals (e.g., corporate brand information) than lower-level construals (e.g., product information). The findings provide new insights on search engine data interpretation. The theoretical and managerial contributions of these results are also discussed. © 2021 Taylor & Francis Group, LLC."
"Septianto F.; Seo Y.; Li L.P.; Shi L.","Septianto, Felix (57189640785); Seo, Yuri (55507867200); Li, Loic Pengtao (57194550637); Shi, Linsong (15844325000)","57189640785; 55507867200; 57194550637; 15844325000","Awe in Advertising: The Mediating Role of an Abstract Mindset","2023","Journal of Advertising","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85108288623&doi=10.1080%2f00913367.2021.1931578&partnerID=40&md5=f4f63e5a33a7d933e56abfcfb48908db","Awe represents a powerful positive emotion that has received limited examination in the advertising context. The present research draws on construal-level theory to shed light on when and how awe increases persuasion. Across five experimental studies, we show that the effect of awe elicits an abstract mindset and, therefore, increases advertising persuasiveness when the advertised product emphasizes desirability features and is perceived as temporally distant. The findings offer insights about how awe influences advertising effectiveness that was heretofore lacking. Theoretical contributions and practical implications for leveraging emotional appeals in advertising are discussed. © Copyright © 2021, American Academy of Advertising."
"Septianto F.; Quach S.; Thaichon P.; Japutra A.","Septianto, Felix (57189640785); Quach, Sara (57190666654); Thaichon, Park (56270898900); Japutra, Arnold (56144553100)","57189640785; 57190666654; 56270898900; 56144553100","Novel products and advertising visuals: the mediating role of perceived luxuriousness on willingness to try clean meat products","2023","International Journal of Advertising","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139109706&doi=10.1080%2f02650487.2022.2125183&partnerID=40&md5=5a029fbd093bf45817f2ac9659521ed6","Underpinned by art infusion theory and construal level theory, this research examines the role of illustrations and photographs in advertising a novel product (i.e. clean meat) and explores the underlying psychological mechanism of luxuriousness. We conducted three experiments to examine the differential effects of illustrations and photographs on customers’ willingness to try a meat product and ascertain whether this relationship was mediated by perceived luxuriousness. Participants reported a greater willingness to try a novel product, such as clean meat, when the advertisement featured an illustration (vs. a photograph), demonstrating the art infusion effect. However, there were non-significant differences among participants in terms of their willingness to try a familiar product, such as conventional meat. The indirect effect of illustration on willingness to try clean mean via perceived luxuriousness was stronger compared to the conventional meat condition. This mediation effect of luxuriousness was also validated using the moderation-of-process approach. The findings provide meaningful guidelines to marketing practitioners and highlight the pertinence of art infusion to clean meat consumption, a relatively unexplored research area. © 2022 Advertising Association."
"McGowan M.; Hassan L.M.; Shiu E.","McGowan, Miriam (57192372573); Hassan, Louise May (17434294500); Shiu, Edward (23969063400)","57192372573; 17434294500; 23969063400","Examining the effect of group prototypes and divergent strength of identification on the effectiveness of identity appeals","2022","European Journal of Marketing","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85126273047&doi=10.1108%2fEJM-04-2020-0260&partnerID=40&md5=c6254b34d4f6195ccbd2068538e9afac","Purpose: Past research argues that identity-linking messages must use established descriptors of the social group (i.e. prototypical identity appeals) to be effective. The authors show that less established descriptors (i.e. identity-linking messages low in prototypicality) can be optimal for an important customer segment, namely, for those that affectively identify with the social group. This is because of the distinct self-motives underlying the cognitive and affective social identity dimensions. Design/methodology/approach: A pilot and two experimental studies were conducted, using gender and nationality as the target identities. Findings: Consumers feel more hopeful and have higher purchase intention for products advertised using identity depictions that fit with their predominant (uncertainty-reduction or self-enhancement) self-motive. Consumers predominantly high in affective/cognitive social identity prefer identity-linking messages that are low/high in prototypicality. An abstract mindset reverses these effects by encouraging a similarity focus. Research limitations/implications: Future work should identify potential boundary conditions of the findings. Further, all studies use ascribed social groups. Future work should explore whether consumers relate differently to different social group, such as achieved groups, non-human groups or aspirational groups. Practical implications: Adverts using established descriptors of a brand’s target social group may no longer fit the brand’s positioning. Understanding when and when not to use less established group descriptors to market brands is important for practitioners. Originality/value: To the best of the authors’ knowledge, this is the first research to explore the conditions under which priming consumers’ identity using less/more established (i.e. low/high in prototypicality) descriptors has a beneficial, or detrimental, effect on consumers’ purchase intention. In understanding these effects, the authors draw on consumers’ self-motives underlying cognitive and affective identification, a distinction not yet made in the identity-linking communications literature. The authors also explore the mediating role of hope – a central motivating emotion – in identity marketing. © 2022, Emerald Publishing Limited."
"Bandara R.J.; Fernando M.; Akter S.","Bandara, Ruwan J. (56046712200); Fernando, Mario (23481738500); Akter, Shahriar (36058277700)","56046712200; 23481738500; 36058277700","Construing online consumers’ information privacy decisions: The impact of psychological distance","2021","Information and Management","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85109089683&doi=10.1016%2fj.im.2021.103497&partnerID=40&md5=97cbd7bd758ce83f4a512864ee16610e","The role of subjective distance and mental representations in understanding consumers’ information privacy decisions is underexplored in the literature. This study draws on construal level theory and power-responsibility equilibrium framework of privacy to explain consumer privacy behavior based on the interplay between three psychological constructs, namely, privacy concerns, privacy empowerment, and the psychological distance of privacy. This study empirically validates the psychological distance of privacy construct and the results indicate the capability of psychological distance to explain privacy behavior and to moderate the relationship between privacy concerns and privacy behavior. The findings also suggest that empowered consumers’ privacy behavior does not vary despite the degree of psychological distance. Our findings have implications for the privacy scholarship, consumers and e-commerce system developers. © 2021"
"Carter K.; Jayachandran S.; Murdock M.R.","Carter, Kealy (55155812100); Jayachandran, Satish (8903149700); Murdock, Mitchel R. (57192931488)","55155812100; 8903149700; 57192931488","Building A Sustainable Shelf: The Role of Firm Sustainability Reputation","2021","Journal of Retailing","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85116718810&doi=10.1016%2fj.jretai.2021.03.003&partnerID=40&md5=4e6554e8f71cb15eb30a3a290a08ad33","The reputation of firms for being environmentally friendly and socially responsible is a key purchase driver for sustainable products. However, the commitment of firms to sustainability varies – some firms are founded on strong environmental and social principles; other more traditional firms are built on strong product/brand focus and are not known for sustainability. In response to market trends, many traditional firms are introducing sustainable products to their portfolios. We argue that the firm's sustainability reputation (FSR) will influence consumer purchase with respect to equally sustainable products from different firms. Two choice studies demonstrate that FSR favors sustainable product choice when the consumer decides between equally sustainable products. However, FSR affects the choice only for sustainable products and not regular products and does so only for consumers that construe sustainability at a high (abstract) level. Retailers should pay attention to the role that FSR plays in consumer response when they select sustainable products to sell. © 2021 New York University"
"Qian J.; Lin X.; Han Z.R.; Tian B.; Chen G.Z.; Wang H.","Qian, Jing (56523786200); Lin, Xiaosong (55347535700); Han, Zhuo R. (55520437500); Tian, Bowen (57207170364); Chen, George Z. (57218120413); Wang, Haiwan (56512467100)","56523786200; 55347535700; 55520437500; 57207170364; 57218120413; 56512467100","The impact of future time orientation on employees' feedback-seeking behavior from supervisors and co-workers: The mediating role of psychological ownership","2015","Journal of Management and Organization","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84925709524&doi=10.1017%2fjmo.2014.78&partnerID=40&md5=60c483cdfb454c365f63bfadc31c0660","Future time orientation is essential if an employee is to be motivated to conduct activities that generate long-term rather than immediate gain, and which may involve risk. Given that feedback seeking requires the employee to slow down and seek input, it is surprising that little is known about the relationship between future time orientation and feedback seeking. Drawing upon psychological ownership theory and construal-level theory, we hypothesized a positive influence of future time orientation on feedback seeking from various sources (i.e., supervisors and co-workers). We also hypothesized job-based psychological ownership as a newly identified motive of feedback seeking and employed it to explain how future time orientation exerts influences. Tested with data from a sample of 228 subordinate-supervisor dyads from China, the results revealed that (1) future time orientation was positively related to feedback seeking from supervisors and co-workers and (2) job-based psychology ownership mediated the relationship between future time orientation and feedback seeking. Copyright © Cambridge University Press and Australian and New Zealand Academy of Management 2015."
"van Houwelingen G.; van Dijke M.; van Hiel A.; De Cremer D.","van Houwelingen, Gijs (56715857700); van Dijke, Marius (56238476900); van Hiel, Alain (6701338441); De Cremer, David (7006810104)","56715857700; 56238476900; 6701338441; 7006810104","Cognitive foundations of impartial punitive decision making in organizations: Attribution and abstraction","2021","Journal of Organizational Behavior","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090148624&doi=10.1002%2fjob.2480&partnerID=40&md5=147b18727a11242475eb38136f3f20c9","Partial decision making about disciplinary responses to misbehavior is generally considered unfair and undermines the effectiveness of punishment. Nonetheless, organizational actors often struggle to remain impartial in situations that call for punishment. Impartiality appears specifically hard to obtain when some element of the transgression reflects badly upon the punisher themselves, for instance, when in the past the punisher has benefited from the misbehavior, even if just derivatively. In this paper, we argue that in such cases, punishers tend to defensively attribute causes of the transgression to the circumstances in order to protect their own self-image, thus leading them to relatively lenient punishments. However, we also suggest that psychological impartiality can be obtained through cognitive abstraction. An abstract understanding (high-level construal) of the punitive situation puts the focus squarely on the gist of the situation and makes circumstantial details less likely to be cognitively available. This hinders defensive circumstantial attribution. We show in a field study and an experiment that partiality in making decisions about punishments occurs under conditions of low-level (i.e., concrete) construal, whereas impartiality is facilitated by high-level (i.e., abstract) construal. © 2020 The Authors. Journal of Organizational Behavior published by John Wiley & Sons Ltd."
"McGowan M.; Hassan L.M.; Shiu E.","McGowan, Miriam (57192372573); Hassan, Louise May (17434294500); Shiu, Edward (23969063400)","57192372573; 17434294500; 23969063400","Solving dissociative group effects using construal level theory","2020","European Journal of Marketing","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076578057&doi=10.1108%2fEJM-07-2018-0468&partnerID=40&md5=920dcdfa3120b51c198eab450abe76c8","Purpose: Consumers usually respond favourably to ingroups but negatively to dissociative groups and products linked to dissociative groups, termed the dissociative group effect. Despite important implications for branding, advertising and celebrity endorsement, little is known about how to attenuate the effect. This paper aims to introduce a mechanism which attenuates the dissociative group effect by drawing on construal level theory. Design/methodology/approach: An experimental approach was used which included two-part between-subjects designs. Findings: High identifiers prefer products linked to their ingroup over ones linked to a dissociative group, however, the opposite is true for low identifiers. The difference in preference is attenuated for high and low identifiers when they are placed in an abstract mind-set. The underlying mechanism of this effect is similarity focus. Research limitations/implications: The same context was used to ensure that the attenuating effect found was not due to contextual factors. However, further studies should replicate the findings in a wider variety of contexts. Practical implications: This research offers practical recommendations on how to manage multiple customer segments in increasingly diverse marketplaces. By inducing an abstract mind-set in customers, for example, via advertising copy, website architecture or contextual factors such as pitch of the music, marketers can increase the effectiveness of identity-linking marketing for consumers’ high/low in identification. Originality/value: This is one of the first empirical studies to evidence the applicability of construal level theory within identity marketing and offers a novel mechanism to attenuate the dissociative group effect. The findings shed new light on how low identifiers relate and respond to identity-linked marketing. © 2020, Emerald Publishing Limited."
