"作者","Author full names","作者 ID","文献标题","年份","来源出版物名称","链接","摘要"
"Bash M.; Bandyopadhyay A.; Pahari M.P.; Pahari S.","Bash, Mohamad (59207762600); Bandyopadhyay, Anupam (57203112314); Pahari, Munmun Patra (59207583700); Pahari, Subhajit (58076727100)","59207762600; 57203112314; 59207583700; 58076727100","The Effect of Social Media Influencers on Visit Intention in the Restaurant Industry","2024","Indian Journal of Marketing","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85197732885&doi=10.17010%2fijom%2f2024%2fv54%2fi5%2f173829&partnerID=40&md5=01e0a1b438f3be9e69a0d4a60aec3da4","Purpose: This paper integrated the stimulus–organism–response (S–O–R) framework and media richness theory to investigate the impact of influencers on social media on customers’ visit intention through customer attitude and parasocial relationships. Methodology: The information was gathered via a survey, and 360 answers were included in the final analysis. Structural equation modeling was used to evaluate the relationships among the constructs. Findings: We found that the perceived social media influencers’ (SMIs) credibility and message content dimensions (atheistic and usefulness) increased the followers’ contributed engagement and the intention to visit the endorsed restaurant through parasocial relationships and customer attitude. Furthermore, the media richness of SMI’s posts enhanced the relationship between influencer credibility, aesthetic message content, and followers’ contributed engagement. Practical Implications: When choosing a specific SMI for their promotion strategy, restaurant owners should take into account media richness criteria in addition to influencer credibility, aesthetics, and usefulness posts. Originality: This study combined the S–O–R theory with media richness theory, in contrast to previous influencer literature research, to explain the influencers’ effect on their followers. © 2024, Associated Management Consultants Pvt. Ltd.. All rights reserved."
"Shamim A.; Abid M.F.; Ahmad F.","Shamim, Amjad (56556312500); Abid, Muhammad Farrukh (57471475900); Ahmad, Farooq (57409939400)","56556312500; 57471475900; 57409939400","S–O–R based experiential framework for measuring in-store customer satisfaction in non-fuel retailing","2024","Journal of Retailing and Consumer Services","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85180433484&doi=10.1016%2fj.jretconser.2023.103672&partnerID=40&md5=bd0f5b1bcfe5b43169540c8b07688f51","Past studies have provided a solid understanding of the role of various customer experience dimensions as stimuli to enhance customer satisfaction. Additionally, previous research has primarily concentrated on in-store shopping and/or in-store service experiences, asserting that each retail stimulus improves the service and shopping experience. However, the specific role of various customer experience dimensions, such as sensory experience, intellectual experience (design and employees), social experience, and pragmatic experience, as stimuli to enhance in-store customer service and shopping experiences remains somewhat unclear. Furthermore, the concept of the in-store customer experience is gaining increasing popularity, significantly improving in-store customer satisfaction. Nevertheless, its development through two key experience taxonomies (in-store service experience and in-store shopping experience) has remained largely unexplored. Moreover, research has not yet offered comprehensive evidence on in-store customer experiences and satisfaction in non-fuel retail settings or how fuel stations transform into retail centres. In addressing these gaps, this study aims to develop a stimulus-organism-response (S–O–R) based experiential framework for measuring in-store customer satisfaction, with a focus on non-fuel retail stores in Malaysia. Employing a mixed methods approach, we conducted 30 in-depth interviews using qualitative methods to explore five customer experience dimensions. Additionally, we collected 337 responses through multistage and systematic sampling from non-fuel retail stores in Malaysia. The findings provide intriguing insights into how these customer experience dimensions influence in-store service and shopping experiences differently. Furthermore, our findings strongly suggest that the in-store customer experience results from both the service and shopping experiences, ultimately enhancing overall in-store customer satisfaction. © 2023 Elsevier Ltd"
"Pham T.V.A.; Ngo T.M.; Alomari A.","Pham, Thi Van Anh (59250377100); Ngo, Trung Minh (58203568500); Alomari, Abdallah (58203678200)","59250377100; 58203568500; 58203678200","Effects Of Social Interactions on Purchase Intention in E-Commerce: An Analysis Based on The Stimulus-Organism-Response (S-O-R) Model","2024","Interdisciplinary Journal of Management Studies","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85200637572&doi=10.22059%2fijms.2023.358813.675832&partnerID=40&md5=b86cbe5ef62d7aa010070f6ee76e886b","This study examines the effects of social interactions, including online review quality and source credibility, on consumers’ risk perception and purchase intention in e-commerce based on the Stimulus-Organism-Response (S-O-R) model. Further, it investigates the role of risk-related feelings (immediate negative emotions) in consumers’ decision-making journeys. We used Structural Equation Modelling (SEM) to analyze 405 online questionnaires. Our analysis reveals that review quality and source credibility lower perceived risk and risk-related feelings while enhancing purchase intention. Moreover, it indicates that the online decision journey is twofold and varies based on emotions. Our results have considerable theoretical and practical implications. We enrich consumer risk perception and behaviour literature by incorporating social interactions and risk-related feelings. We also provide several impactful suggestions for marketing strategies for e-commerce businesses. © Thi Van Anh Pham, Trung Minh Ngo, Abdallah Alomari."
"Sharma A.; Dwivedi R.; Mariani M.M.; Islam T.","Sharma, Anshuman (57222817448); Dwivedi, Rohita (57210702018); Mariani, Marcello M. (36817705700); Islam, Tahir (57195424899)","57222817448; 57210702018; 36817705700; 57195424899","Investigating the effect of advertising irritation on digital advertising effectiveness: A moderated mediation model","2022","Technological Forecasting and Social Change","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85129696767&doi=10.1016%2fj.techfore.2022.121731&partnerID=40&md5=711ece225640b3b6c9a7ba57d9005149","The exponential growth of mobile phone usage has shifted the attention of marketers toward digital advertising as a tool for targeted communication. However, the increased usage of digital advertising exposes consumers to excessive amounts of advertisements, which may trigger their annoyance and raise concerns about overall advertising effectiveness. In a moderated mediation model, this study examined how digital advertising value influences consumers' attitudes toward advertising and purchase intention at different levels of advertising irritation using the S-O-R framework and the advertising value model. Data were collected from 272 university students to test the conceptual model, and a multi-analytic approach combining partial least squares structural equation modeling and necessary condition analysis (NCA) was adopted. Results show that advertising value has a stronger effect on purchase intention than attitude toward advertising and that advertising irritation is a strong negative moderator that significantly reduces overall advertising effectiveness. NCA results also show varying degrees of predictor necessity. These findings can help advertisers improve their strategies to maximize the effectiveness of digital advertising. © 2022"
"Kim K.; Chung T.-L.D.; Fiore A.M.","Kim, Kyuree (57219972908); Chung, Te-Lin (Doreen) (55226692900); Fiore, Ann Marie (7102448012)","57219972908; 55226692900; 7102448012","The role of interactivity from Instagram advertisements in shaping young female fashion consumers’ perceived value and behavioral intentions","2023","Journal of Retailing and Consumer Services","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140266552&doi=10.1016%2fj.jretconser.2022.103159&partnerID=40&md5=ae3c240bf6fe48d18a7f371e90984edb","Instagram has become an avenue for shopping through which brands deliver promotional messages and foster interactions with and among consumers while selling products. Given the prevalence of Instagram advertising among retail brands and the importance of these interactions to consumer responses, a better understanding of the effect of its interactivity may offer a competitive advantage for these brands. Two different Instagram ad formats that represent two levels of interactivity (i.e., Story format vs. traditional ad format) were compared to examine the role of interactivity from an Instagram ad in shaping positive brand outcomes. The S–O-R model guided the development of associations among interactivity from Instagram ads (Stimuli), perceived value associated with a brand (Organism), and behavioral intention (Response). The results of the 2 × 2 (interactivity x fashion brand) experimental study revealed that the interactivity from Instagram Stories, compared to less interactive traditional Instagram ads, offers both utilitarian and hedonic value to young female users. Additionally, hedonic value and social value affected brand purchase intention significantly. © 2022 Elsevier Ltd"
"Laato S.; Islam A.K.M.N.; Farooq A.; Dhir A.","Laato, Samuli (57195940928); Islam, A.K.M. Najmul (57203666754); Farooq, Ali (56102899800); Dhir, Amandeep (54790820000)","57195940928; 57203666754; 56102899800; 54790820000","Unusual purchasing behavior during the early stages of the COVID-19 pandemic: The stimulus-organism-response approach","2020","Journal of Retailing and Consumer Services","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088150727&doi=10.1016%2fj.jretconser.2020.102224&partnerID=40&md5=767737ded7de400d72a4a2933c4de760","During the COVID-19 pandemic, unusual consumer behavior, such as hoarding toilet paper, was reported globally. We investigated this behavior when fears of consumer market disruptions started circulating, to capture human behavior in this unique situation. Based on the stimulus-organism-response (S-O-R) framework, we propose a structural model connecting exposure to online information sources (environmental stimuli) to two behavioral responses: unusual purchases and voluntary self-isolation. To test the proposed model, we collected data from 211 Finnish respondents via an online survey, and carried out analysis using PLS-SEM. We found a strong link between self-intention to self-isolate and intention to make unusual purchases, providing empirical evidence that the reported consumer behavior was directly linked to anticipated time spent in self-isolation. The results further revealed exposure to online information sources led to increased information overload and cyberchondria. Information overload was also a strong predictor of cyberchondria. Perceived severity of the situation and cyberchondria had significant impacts on people's intention to make unusual purchases and voluntarily self-isolate. Future research is needed to confirm the long-term effects of the pandemic on consumer and retail services. © 2020 The Authors"
"Sageng C.W.; Ting H.; Chang H.-H.; Leong C.-M.; Ting H.-B.","Sageng, Christopher Wan (57415669600); Ting, Hiram (56312440400); Chang, Hsuan-Hsuan (35177068600); Leong, Choi-Meng (57194596543); Ting, Hui-Bun (57220114653)","57415669600; 56312440400; 35177068600; 57194596543; 57220114653","Motivation Factors Driving Travel Intention in the Controlled Pandemic Context: Perspectives from Malaysian and Taiwanese Travellers","2021","Asian Journal of Business Research","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123021307&doi=10.14707%2fajbr.210116&partnerID=40&md5=eddd01d6dd22d1ff32410aa8feefef66","Travelling is considered one of the best ways to escape one’s day-to-day routine activities. Tourists’ travel is driven by several motivational factors, which lead them to plan or continue on a travel trip. However, since the emergence of COVID-19, travelling has become a major issue for the whole travel industry. The recent spread of Omicron makes most post-pandemic studies futile. Therefore, the purpose of this study was to examine the influence of motivation factors that affect tourists’ travel intention in the controlled pandemic context. The mediating role of perceived value and the moderating role of perceived travel risk were examined as well. The Stimulus-Organism-Response (S-O-R) theory was adopted as the theoretical foundation of the research framework. A quantitative online survey was used to collect data from 388 Malaysian and Taiwanese travelers. Partial least squares structural equation modelling (PLS-SEM) was employed to analyse the data. The results show that escape, kinship, and people are direct and indirect motivation factors that influence tourists’ intention to travel via perceived value. Notably travel risk indicated no moderating effect. The results of this study provide useful insights into tourists’ post-pandemic behaviour that offer practical implications for Asian business. © 2021, Asia Business Research Corporation. All rights reserved."
"Abbasi A.Z.; Qummar H.; Bashir S.; Aziz S.; Ting D.H.","Abbasi, Amir Zaib (56940054500); Qummar, Hamza (57935940600); Bashir, Shahid (57216162634); Aziz, Shahab (57191666768); Ting, Ding Hooi (12753318800)","56940054500; 57935940600; 57216162634; 57191666768; 12753318800","Customer engagement in Saudi food delivery apps through social media marketing: Examining the antecedents and consequences using PLS-SEM and NCA","2024","Journal of Retailing and Consumer Services","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85199065716&doi=10.1016%2fj.jretconser.2024.104001&partnerID=40&md5=7d40f6e62d419ac55986d74ebdb673c1","In this study, we (1) investigated the role of social media marketing (SMM) activities in predicting customer engagement in online food delivery applications (OFDAs); (2) predicted the influencing role of customer engagement in OFDAs on behavioral outcomes; (3) utilized the stimulus-organism-response (S–O-R) framework to assess subsequent customer behavior; and (4) empirically validated the theoretical model using partial least squares structural equation modeling (PLS-SEM) and necessary conditions analysis (NCA). We obtained valid data from 233 respondents using the survey-based approach, which was then utilized for PLS-SEM and NCA analyses. The study's PLS-SEM analysis revealed that perceived SMM activities, such as informativeness and word-of-mouth (WoM), positively influence customer engagement in OFDAs. This engagement, in turn, predicts important behavioral outcomes, including co-production value, customer referrals, purchase intention, and customer satisfaction. The NCA results further indicate that informativeness, trendiness, and WoM are essential for driving customer engagement in Saudi-based OFDAs. These findings provide valuable insights for enhancing customer engagement and behavioral outcomes in the field of OFDAs, utilizing both PLS-SEM and NCA methodologies. © 2024 Elsevier Ltd"
"Maduku D.K.; Mpinganjira M.; Rana N.P.; Thusi P.; Ledikwe A.; Mkhize N.H.-B.","Maduku, Daniel K. (56403337200); Mpinganjira, Mercy (34870262500); Rana, Nripendra P. (50262828700); Thusi, Philile (57216620448); Ledikwe, Aobakwe (57204874300); Mkhize, Njabulo Happy-boy (57225331144)","56403337200; 34870262500; 50262828700; 57216620448; 57204874300; 57225331144","Assessing customer passion, commitment, and word-of-mouth intentions in digital assistant usage: The moderating role of technology anxiety","2023","Journal of Retailing and Consumer Services","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85142804613&doi=10.1016%2fj.jretconser.2022.103208&partnerID=40&md5=7ec501834d23b571d3bc03ac5e8f9dd9","Consumers develop a passion for the use of innovations, which is a critical determinant of their success. Research has largely examined drivers of initial acceptance of digital assistants (DAs) and has yet to fully understand the factors driving or deterring consumers’ passion towards DAs and the behavioural outcomes. Drawing on the stimulus-organism-response framework, this study examines a unique set of factors (usefulness, ease of use, privacy concern, and localisation) that act as stimuli to drive an organismic state of passion for DAs, and how this produces behavioural responses of word-of-mouth (WOM) intention and commitment to DA use. The study also examines how technology anxiety moderates passion's impact on WOM intentions and commitment. The findings show that usefulness, ease of use, privacy concern, and localisation are significant explanatory variables of consumers’ passion towards DAs. Furthermore, passion towards DAs results in WOM intentions and commitment to its use. The findings further show that passion's effect on DAs in explaining WOM intentions and commitment is weakened by technology anxiety. Lastly, passion is the mediating mechanism through which usefulness, ease of use, privacy concern, and localisation impact WOM intentions and commitment. The implications of these findings for theory and practice are highlighted. © 2022 Elsevier Ltd"
"Abbasi A.Z.; Tsiotsou R.H.; Hussain K.; Rather R.A.; Ting D.H.","Abbasi, Amir Zaib (56940054500); Tsiotsou, Rodoula H. (12789591500); Hussain, Khalil (57413315600); Rather, Raouf Ahmad (57199227902); Ting, Ding Hooi (12753318800)","56940054500; 12789591500; 57413315600; 57199227902; 12753318800","Investigating the impact of social media images’ value, consumer engagement, and involvement on eWOM of a tourism destination: A transmittal mediation approach","2023","Journal of Retailing and Consumer Services","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85144461922&doi=10.1016%2fj.jretconser.2022.103231&partnerID=40&md5=d1e369eca464f2de60c8277be00965b0","Tourism organizations use social media to promote their destinations and attract new customers. However, there is a challenge in how tourism organizations can choose or create social media images to successfully attract consumers' attention, induce their engagement with the destination, and motivate their eWOM behavior. This study aims to identify and test the direct and indirect factors related to social media images of tourism destinations that could predict eWOM. Using the Stimulus-Organism-Response (S–O-R) as an umbrella framework, we integrated Ducoffe's model and the Elaboration Likelihood Model (ELM), to study the role of social media destination images' features (entertainment, informativeness, irritation, credibility, personalization, and incentives) on consumer's perceived value and eWOM through consumer engagement and involvement. Using a survey research method, we collected data from 307 individuals and tested the proposed structural model using the PLS-SEM-based transmittal mediation approach. The findings supported the proposed relationships providing valuable theoretical and practical implications. © 2022 Elsevier Ltd"
"Kim W.; Hantula D.A.; Di Benedetto A.","Kim, Wooyang (56683522700); Hantula, Donald A. (6603883582); Di Benedetto, Anthony (9533279700)","56683522700; 6603883582; 9533279700","Organizational citizenship behaviors perceived by collectivistic 50-and-older customers and medical-care service performance: an application of stimulus-organism-response theory","2022","Asia Pacific Journal of Marketing and Logistics","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85121318179&doi=10.1108%2fAPJML-01-2021-0027&partnerID=40&md5=380b75629fb6c89f6000f25f13b4bd57","Purpose: The study aims to examine the underexplored agenda in organizational citizenship behaviors (OCBs) through the collectivistic 50-and-older customers' lens when encountering medical-care services by applying stimulus-organism-response (S-O-R) theory. Design/methodology/approach: The authors propose an integrative causal model derived from employees OCBs perceived by the collectivistic 50-and-older outpatients in Korean medical-care organizations and test the causal relationships using structural equation modeling (SEM). Findings: The three dimensions of OCBs are external stimuli to the synergistic relationship of both cognitive and affective organisms for enhancing the organization's external outcomes. The customers' organismic processes mediate the relationships between OCBs and the resultant outcomes. Customer satisfaction plays a pivotal role in determining customers' future behavior when converting the business relationship to friendship. Practical implications: The proposed integrated model provides an overall mechanism of the collectivistic customer decision process in the medical-care service setting. The integrated model helps to understand better how customers proceed mental and emotional states with the encountered services and how frontline employees offer extra-roles beyond in-roles to their customers in touching points to maintain superior organizational performance. Originality/value: The authors respond to the underexplored agenda in the OCB research discipline. The study is one of the few studies to examine the effect of OCBs from collectivistic customers' perspectives and apply a consumer behavior theory to explain a service organizational performance in an integrative causal model. © 2021, Emerald Publishing Limited."
"Han S.-L.; Kim K.","Han, Sang-Lin (37027869600); Kim, Kihyung (57218297620)","37027869600; 57218297620","Role of consumption values in the luxury brand experience: Moderating effects of category and the generation gap","2020","Journal of Retailing and Consumer Services","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088649721&doi=10.1016%2fj.jretconser.2020.102249&partnerID=40&md5=1a16e066920021848c0fc3b19bdffbc6","This study examined how the consumption values of luxury brands lead to their patronage. We examined the effects of functional, symbolic, experiential, and zero-moment-of-truth (ZMOT) values on patronage intention through the emotional response process of flow and compatibility using the stimulus–organism–response framework. Furthermore, latent mean analysis of the moderating effects of different groups was conducted. The findings demonstrate that experiential, functional, symbolic, and ZMOT values influence emotional reactions to luxury brand experiences, and these reactions vary among groups. Marketers should increase the value of the luxurious consumption experience and create different values for various consumer groups and categories to expand luxury brands. © 2020 Elsevier Ltd"
"Chang C.-M.; Yen C.; Chou S.-Y.; Lo W.-W.","Chang, Chun-Ming (14031274700); Yen, Chiahui (7202149092); Chou, Szu-Yu (58191824600); Lo, Wen-Wan (58313919500)","14031274700; 7202149092; 58191824600; 58313919500","What motivates viewers to purchase recommended products in live streaming? The moderating role of extroversion–introversion personality","2023","Asia Pacific Journal of Marketing and Logistics","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85161928665&doi=10.1108%2fAPJML-07-2022-0582&partnerID=40&md5=de6d2e7d782b3372b57e87d3346d1052","Purpose: This study aims to investigate the factors driving viewers' purchase intention in live-streaming by incorporating stimuli–organism–response (S–O–R) framework and extroversion–introversion personality perspectives. Design/methodology/approach: Data collected from 228 users on live-streaming platforms in Taiwan were used to test the proposed model. The partial least squares method was used to test the measurement and the structural models. Findings: Product attractiveness and trust in streamer significantly impacts purchase intention. The results also reveal that interactivity, breadth of information and uniqueness of information significantly impact product attractiveness, whereas social presence, breadth of information and uniqueness of information positively affect trust in streamer. Furthermore, streamer attractiveness has a greater effect on the purchase intention of extroverts. Originality/value: This study investigates how the features of media, message and streamer impact purchase intention through their reactions to live-streaming. This research is also one of the earliest studies to examine the moderating role of extroversion–introversion personality on purchase intention and its antecedents in live-streaming commerce. © 2023, Emerald Publishing Limited."
"Lunardo R.; Saintives C.; Chaney D.","Lunardo, Renaud (27067792300); Saintives, Camille (55777106900); Chaney, Damien (55360677400)","27067792300; 55777106900; 55360677400","Guilty Red Food Packages: How the Color Red Affects Guilt through Negative Cognitive Associations for Vice Products: An Abstract","2022","Developments in Marketing Science: Proceedings of the Academy of Marketing Science","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85127959307&doi=10.1007%2f978-3-030-89883-0_4&partnerID=40&md5=9aa965a02d5f53c38ff8e1d15e52eae2","Food companies frequently use color as a tool for easy identification, with for instance Coca-Cola being associated with the color red. Previous research supports this notion of colors as a powerful cue, colors being showed to influence emotional responses (Babin et al. 2003; Bellizzi and Hite 1992), but also brand evaluation (Labrecque and Milne 2012), price perception (Babin et al. 2003; Puccinelli et al. 2013), and purchase intentions (Gorn et al. 1997; Labrecque and Milne 2012). Given this role of cognitions following color exposure, it may be that cognitive inferences explain the mixed evidence found for one particular color: red. This color often carries positive meanings, as it is associated with love or energy, but also negative ones, priming, for example, the notions of danger, mistakes, ban, transgression, or war (Elliot et al. 2007). Surprisingly, however, no research to date has examined how the negative associations induced by the color red might negatively affect emotions and behavior. Therefore, the current research relies on recent studies highlighting the aforementioned importance of color for food products to examine the effect of the color red on consumers’ responses to food packages. Specifically, because of its negative meanings and specifically its association with mistakes (Mehta and Zhu 2009), the color red may prompt negative feelings that are closely linked to transgression, more specifically guilt, an emotion that results from the transgression of moral or social standards (Baumeister et al. 1994). To test this notion, this research builds on the S-O-R model and psychological literature on guilt to posit hypotheses about the relationship among red, negative cognitive associations, and guilt. The research tests the hypotheses in a series of three studies. Because of the historical opposition between red and green (Nakshian 1964), A first study using chip packages as stimuli demonstrates the indirect effect of the color red (vs. green) on guilt through the mediating role of negative cognitive associations. Then, two additional studies using candies and cereal bar packages, respectively, replicate these effects and also demonstrate the role of the vice versus virtue product type. The results highlight the moderating role of perception of the product as a vice product, with the color red leading to stronger negative associations and guilt for such products. Implications for further research are discussed. © 2022, The Author(s), under exclusive license to Springer Nature Switzerland AG."
"Lee Y.; Coyle J.R.; Chen A.N.K.","Lee, Younghwa (36247304100); Coyle, James R. (24365978100); Chen, Andrew N.K. (35221044300)","36247304100; 24365978100; 35221044300","Improving intention to back projects with effective designs of progress presentation in crowdfunding campaign sites","2021","Decision Support Systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85104084810&doi=10.1016%2fj.dss.2021.113573&partnerID=40&md5=e19ed8e331da60e82b9a65c2fa6fda96","Despite the crucial role a crowdfunding campaign webpage can play in attracting potential backers, there has been a lack of theory-driven studies to investigate how to design effective campaign webpages for successful campaigns. Based on the Stimulus-Organism-Response (S-O-R) framework, HCI theories, and literature on information diagnosticity, this study investigates how the effects of progress presentation designs can improve intention to back a crowdfunding campaign project. A total of 463 subjects participated in two controlled experiments. MANCOVA and subsequent ANCOVA tests were conducted. We find significant effects of progress cue designs on backers' perceptions, in turn inducing their intention to back projects. © 2021 Elsevier B.V."
"Lim X.-J.; Cheah J.-H.; Ng S.I.; Kamal Basha N.; Liu Y.","Lim, Xin-Jean (57205262966); Cheah, Jun-Hwa (57191585883); Ng, Siew Imm (15726394600); Kamal Basha, Norazlyn (57194208941); Liu, Yide (55278323400)","57205262966; 57191585883; 15726394600; 57194208941; 55278323400","Are men from Mars, women from Venus? Examining gender differences towards continuous use intention of branded apps","2021","Journal of Retailing and Consumer Services","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098153904&doi=10.1016%2fj.jretconser.2020.102422&partnerID=40&md5=150153c90b2758eac59897a5664471f6","In this age of technology, consumers have become comfortable shopping with their mobile devices. In light of this growing trend, the branded app market has grown steadily, surpassing all other types of mobile commerce. Although many retail businesses go mobile, consumers’ continuous use of the branded app remains a key challenge in gaining a competitive advantage in the contemporary market. By integrating both the stimulus-organism-response (S–O-R) model and gender schema theory (GST), this study aims to investigate how gender differences affect the factors that drive branded app continuous use intention (CUI). Survey data collected from 715 millennial mobile shoppers were analyzed using the partial least squares-structural equation modeling (PLS-SEM) technique. The results demonstrate that telepresence and social presence have a significant effect on customer engagement (CE) and value co-creation (VCC), which consequently impact CUI. Furthermore, the moderation results indicate that both genders play rather different roles in the proposed relations. Therefore, our work contributes to the information system and consumer behavior literature, while providing practitioners with useful information about effective strategies to drive the continuous usage of a branded app. © 2020 Elsevier Ltd"
"Jai T.-M.C.; Fang D.; Bao F.S.; James R.N., III; Chen T.; Cai W.","Jai, Tun-Min (Catherine) (55568233600); Fang, Dan (56102098700); Bao, Forrest S. (24464789400); James, Russell N. (16304524400); Chen, Tianwen (55682832900); Cai, Weidong (15843014700)","55568233600; 56102098700; 24464789400; 16304524400; 55682832900; 15843014700","Seeing It Is Like Touching It: Unraveling the Effective Product Presentations on Online Apparel Purchase Decisions and Brain Activity (An fMRI Study)","2021","Journal of Interactive Marketing","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091012241&doi=10.1016%2fj.intmar.2020.04.005&partnerID=40&md5=848a9afc58e39cd2f5d1e5ff9e5e3884","Unlike brick-and-mortar stores where consumers can use all of their senses to examine a product, online retailers must properly present products to shoppers via a computer-mediated interface. In this exploratory study, we investigate how the brain makes purchase decisions when it encounters different types of visual presentation strategies. Specifically, we use event-related fMRI to study brain activation preceding purchase decisions under three visual presentation strategies: (1) static picture, (2) image zooming, and (3) rotation video. Twenty-four (24) participants made 60 apparel purchase decisions. Utilizing machine learning, we study whether and how various neural circuits are engaged in purchase decision-making in regard to different types of visual sensory information. The functional neuroimaging results suggest high accuracy (highest: 95%, Rotation condition) in predicting purchase decisions using brain activity in the product evaluation process. Furthermore, cross-category validation reveals the activation patterns under the Rotation condition most successfully predict choices across the other two presentation conditions: this suggests a potential universal brain activity pattern in these apparel purchase decisions. Finally, we found some brain regions (such as the cerebellum) that are less likely to be associated with purchase decisions but are considered influential in predicting online apparel purchase decisions in the context of watching a rotation product video. The cerebellar activation may suggest association with spatial cognition and virtual navigation in addition to motor control. This study contributes to the research field of NeuroIS and online shopper study. The results provide empirical evidence to support the refined S-O-R theoretical model Jacoby (2002) and heuristic information process and inform the practical implications of sensory-engaging presentations in helping consumers to make online purchase decisions. © 2020 Marketing EDGE.org."
"Malafe N.S.A.; Kimiagari S.; Balef E.K.","Malafe, Neda Sharifi Asadi (57215916135); Kimiagari, Salman (23974638100); Balef, Ensieh Kazemi (57778917700)","57215916135; 23974638100; 57778917700","Investigating the Variables Affecting Brand Performance in the S-O-R Framework","2022","Developments in Marketing Science: Proceedings of the Academy of Marketing Science","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85133401711&doi=10.1007%2f978-3-030-95346-1_99&partnerID=40&md5=4d2970b86402eab3d64ba08e5882671e","This research assesses brand performance on the social network by adopting the stimulus-organism-response framework to understand service branding in the insurance industry. We used an applied research method, collected data through an online survey, and used structural equation modeling under partial least squares to analyze the data. The results showed that brand community engagement influences cognitive and affective attitudes. Also, community relationship investment positively affected brand community engagement and affective attitude but did not predict cognitive attitude. Also, cognitive and affective attitudes affected brand loyalty and brand recommendation. The results confirm the significance of all mediating relationships except the relationship between community relationship investment relationship and brand performance through cognitive attitude. This research may help firms in the insurance industry enhance their brand performance by involving customers by controlling appropriate stimuli. © 2022, The Author(s), under exclusive license to Springer Nature Switzerland AG."
"Marikyan D.; Pantano E.; Scarpi D.","Marikyan, Davit (57203748771); Pantano, Eleonora (24481493600); Scarpi, Daniele (34067801200)","57203748771; 24481493600; 34067801200","Should I stay or should I go? Benefits of crowd-checking technology for a face-to-face shopping experience","2023","Spanish Journal of Marketing - ESIC","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85147778203&doi=10.1108%2fSJME-11-2022-0225&partnerID=40&md5=5ca37d50a59efb05d0b0524da669fc37","Purpose: Long sales periods (i.e. Christmas time, Black Friday, etc.) and the risk of contagion while shopping (i.e. during pandemics like COVID-19) showed the extent to which crowded shopping environments have negative effects on consumers’ behavior. Hence, using terror management theory (TMT) and stimulus–organism–response (S–O–R) approach, the authors aims to develop a new model to investigate the effect of crowd-checking technology on shopping anxiety, the perceived value of shopping experience and willingness to pay. Design/methodology/approach: Using a cross-sectional research design and with a help of an independent research company, the authors collected 1,000 valid responses from individuals residing in the UK. Findings: Results showed that crowd-checking technology cues reduce shopping anxiety, improve value perceptions and increase willingness to pay. In addition, the efficacy of technology in reducing shopping anxiety is moderated by customers’ shopping orientation. Originality/value: To the best of the authors’ knowledge, this research is the first one investigating crowd monitoring systems used at the initial stage of consumers’ journey to show the number of consumers in-store in real-time. It contributes to the literature on technology applications in retailing by providing evidence that technology cues reduce shopping anxiety, which in turn enhances customer-perceived value from the shopping experience and increases the willingness to pay in stores with embedded crowd-checker technology. The study also extends the application of TMT in a new context. © 2023, Davit Marikyan, Eleonora Pantano and Daniele Scarpi."
